"ANNOUNCEMENT_NUMBER","COMPANY_ID","CREATED_ON","BALANCE_DATE","AMOUNT","SHAREHOLDER_FUNDS","INTANGIBLES","EFPO_ISSUED_SHARES","CURRENCY_ID","LAST_EOY_DATE","COY_COMPANY_NO","COA_LAST_MODIFIED","COA_RELEASE_DATETIME","COA_ANN_TYPE","INS_ISIN","INS_ISIN_SUFFIX","INS_INSTR_CODE"
226494,"NZS000000",27/08/2012,30/06/2012,-7593000,145008000,93000,224236495,"USD",30/06/2011,"NZS000000",27/08/2012,27/08/2012,"FLLYR","NZNZSE0001S7","  ","NZS"
226499,"HBY000000",27/08/2012,30/06/2012,19315000,151390000,57389000,75052747,"NZD",30/06/2011,"HBY000000",27/08/2012,27/08/2012,"FLLYR","NZHBYE0001S8","  ","HBY"
227512,"KMD000000",20/09/2012,31/07/2012,34852000,279634000,249092000,200000000,"NZD",31/07/2011,"KMD000000",20/09/2012,20/09/2012,"FLLYR","NZKMDE0001S3","  ","KMD"
217872,"FCS000000",19/12/2011,31/10/2011,-21953000,222359000,0,40875990,"GBP",30/04/2011,"FCS000000",20/12/2011,20/12/2011,"HALFYR","GB0000175058","  ","FCS"
219646,"OGC000000",16/02/2012,31/12/2011,44167000,478240000,0,262642606,"USD",31/12/2010,"OGC000000",17/02/2012,17/02/2012,"FLLYR","CA6752221037","  ","OGC"
219660,"SKT000000",16/02/2012,31/12/2011,62555000,1222622000,1452573000,389139785,"NZD",30/06/2011,"SKT000000",17/02/2012,17/02/2012,"HALFYR","NZSKTE0001S6","  ","SKT"
219174,"SDL000000",03/02/2012,31/12/2011,94000,1917000,1647000,13007179,"NZD",30/06/2011,"SDL000000",03/02/2012,03/02/2012,"HALFYR","NZSDLE0001S8","  ","SDL"
217921,"ABA000000",20/12/2011,30/11/2011,573000,87458000,112120000,15912934,"NZD",31/05/2011,"ABA000000",20/12/2011,20/12/2011,"HALFYR","NZNPEE0001S8","  ","ABA"
219208,"GLL000000",06/02/2012,31/12/2011,37000000,1081200000,178600000,1368063633,"USD",30/06/2011,"GLL000000",07/02/2012,07/02/2012,"HALFYR","BMG4210D1020","  ","GLL"
220717,"BTU000000",14/03/2012,31/12/2011,-17610000,173964000,0,689447997,"AUD",30/06/2011,"BTU000000",15/03/2012,15/03/2012,"HALFYR","AU000000BTU9","  ","BTU"
219674,"PBG000000",16/02/2012,31/12/2011,-354066000,787359000,693480000,912915695,"AUD",30/06/2011,"PBG000000",17/02/2012,17/02/2012,"HALFYR","AU000000PBG6","  ","PBG"
219677,"SPT000000",17/02/2012,31/12/2011,16500000,448300000,494900000,265454407,"AUD",30/06/2011,"SPT000000",17/02/2012,17/02/2012,"HALFYR","AU000000SPT3","  ","SPT"
219697,"CAV000000",17/02/2012,31/12/2011,3547000,96191000,7502000,68263857,"NZD",30/06/2011,"CAV000000",17/02/2012,17/02/2012,"HALFYR","NZCAVE0001S7","  ","CAV"
219699,"TEN000000",17/02/2012,31/12/2011,-6000000,125000000,67000000,65690681,"USD",30/06/2011,"TEN000000",17/02/2012,17/02/2012,"HALFYR","NZFLCE0020S7","  ","TEN"
219716,"PFI000000",19/02/2012,31/12/2011,16348000,237341000,0,219010665,"NZD",31/12/2010,"PFI000000",20/02/2012,20/02/2012,"FLLYR","NZPFIE0001S5","  ","PFI"
219719,"NZX000000",19/02/2012,31/12/2011,14525000,87843000,48236000,121346054,"NZD",31/12/2010,"NZX000000",20/02/2012,20/02/2012,"FLLYR","NZNZXE0001S7","  ","NZX"
219752,"CMO000000",20/02/2012,31/12/2011,5097000,117581000,1239000,32694632,"NZD",30/06/2011,"CMO000000",20/02/2012,20/02/2012,"HALFYR","NZCMOE0001S7","  ","CMO"
219760,"CEN000000",20/02/2012,31/12/2011,68021000,3308561000,352120000,706875779,"NZD",30/06/2011,"CEN000000",21/02/2012,21/02/2012,"HALFYR","NZCENE0001S6","  ","CEN"
221298,"FCG000000",27/03/2013,31/01/2012,346000000,6322000000,2897000000,1433220000,"NZD",31/07/2011,"FCG000000",29/03/2012,29/03/2012,"HALFYR","NZFCGDG001C3","  ","FCG010"
221313,"GEL000000",29/03/2012,31/12/2011,-1714000,18857000,2000,66162409,"CAD",31/12/2010,"GEL000000",24/03/2014,29/03/2012,"FLLYR","CA03718T1030","  ","AXG17"
220967,"KMD000000",20/03/2012,31/01/2012,5981000,255190000,248170000,200000000,"NZD",31/07/2011,"KMD000000",21/03/2012,21/03/2012,"HALFYR","NZKMDE0001S3","  ","KMD"
221067,"INP000000",22/03/2012,31/12/2011,-40600000,-22800000,175900000,550418282,"EUR",31/12/2010,"INP000000",23/03/2012,23/03/2012,"FLLYR","IE0004614818","  ","INP"
221088,"SCT000000",23/03/2012,29/02/2012,2268000,35877000,11022000,40332885,"NZD",31/08/2011,"SCT000000",23/03/2012,23/03/2012,"HALFYR","NZSCTE0001S3","  ","SCT"
223234,"XRO000000",24/05/2012,31/03/2012,-7904000,52248000,10260000,105967096,"NZD",31/03/2011,"XRO000000",24/05/2012,24/05/2012,"FLLYR","NZXROE0001S2","  ","XRO"
223303,"MAD000000",27/05/2012,31/03/2012,-1147733,7400763,1519403,37754190,"NZD",31/03/2011,"MAD000000",28/05/2012,28/05/2012,"FLLYR","NZMADE0001S4","  ","PYS"
220760,"RIS000000",15/03/2012,31/12/2011,-130000,568000,1373000,708625328,"AUD",30/06/2011,"RIS000000",15/03/2012,15/03/2012,"HALFYR","NZHSIE0001S5","  ","CGL"
220763,"SAT000000",15/03/2012,31/12/2011,-214000,25182000,791000,16340361,"NZD",31/12/2010,"SAT000000",15/03/2012,15/03/2012,"FLLYR","NZSATE0001S7","  ","SAT"
220775,"OMG000000",15/03/2012,31/12/2011,486000,8128000,0,414550000,"USD",30/06/2011,"OMG000000",15/03/2012,15/03/2012,"HALFYR","NZRLVE0001S2","  ","MEE"
222854,"IFT000000",14/05/2012,31/03/2012,51600000,1074600000,327900000,586930830,"NZD",31/03/2011,"IFT000000",15/05/2012,15/05/2012,"FLLYR","NZIFTE0003S3","  ","IFT"
223331,"MDZ000000",28/05/2012,31/03/2012,234000,33870000,0,16318773,"NZD",31/03/2011,"MDZ000000",02/11/2016,28/05/2012,"FLLYR","NZMDZE0002S9","  ","MDZ"
223332,"TNZ000000",28/05/2012,31/03/2012,3411000,50080000,0,55965703,"NZD",31/03/2011,"TNZ000000",02/11/2016,28/05/2012,"FLLYR","NZTNZE0002S3","  ","TNZ"
223333,"FNZ000000",28/05/2012,31/03/2012,-1065000,83279000,0,66281974,"NZD",31/03/2011,"FNZ000000",02/11/2016,28/05/2012,"FLLYR","NZFNZE0002S2","  ","FNZ"
223334,"MZY000000",28/05/2012,31/03/2012,-8824000,46715000,0,9751877,"NZD",31/03/2011,"MZY000000",02/11/2016,28/05/2012,"FLLYR","NZMZYE0002S5","  ","MZY"
223335,"OZY000000",28/05/2012,31/03/2012,-15803000,87923000,0,27087054,"NZD",31/03/2011,"OZY000000",02/11/2016,28/05/2012,"FLLYR","NZOZYE0002S1","  ","OZY"
222902,"KPG000000",15/05/2012,31/03/2012,89210000,1072702000,0,981293912,"NZD",31/03/2011,"KPG000000",22/12/2014,16/05/2012,"FLLYR","NZKPGE0001S9","  ","KPG"
222917,"AWF000000",16/05/2012,31/03/2012,2616000,19201000,16076000,26125503,"NZD",31/03/2011,"AWF000000",16/05/2012,16/05/2012,"FLLYR","NZAWFE0001S8","  ","AWF"
223252,"CDN000000",24/05/2012,31/03/2012,-93200000,1134000000,0,57358801,"GBP",31/03/2011,"CDN000000",25/05/2012,25/05/2012,"FLLYR","GB0001639920","  ","CDN"
223255,"FPH000000",24/05/2012,31/03/2012,64110000,348152000,6426000,530053399,"NZD",31/03/2011,"FPH000000",25/05/2012,25/05/2012,"FLLYR","NZFAPE0001S2","  ","FPH"
223257,"TWR000000",24/05/2012,31/03/2012,23378000,474106000,78840000,266371322,"NZD",30/09/2011,"TWR000000",25/05/2012,25/05/2012,"HALFYR","NZTWRE0011S2","  ","TWR"
223280,"PEB000000",25/05/2012,31/03/2012,-4078000,17683000,0,274275464,"NZD",31/03/2011,"PEB000000",25/05/2012,25/05/2012,"FLLYR","NZPEBE0002S1","  ","PEB"
223287,"WEN000000",25/05/2012,31/03/2012,-741366,8245190,0,64710179,"NZD",31/03/2012,"WEN000000",25/05/2012,25/05/2012,"FLLYR","NZWENE0003S0","  ","CRP17"
222928,"RYM000000",16/05/2012,31/03/2012,120771000,647219000,0,497532100,"NZD",31/03/2011,"RYM000000",17/05/2012,17/05/2012,"FLLYR","NZRYME0001S4","  ","RYM"
222945,"GMT000000",16/05/2012,31/03/2012,40500000,935100000,6900000,999047781,"NZD",31/03/2011,"GMT000000",17/05/2012,17/05/2012,"FLLYR","NZCPTE0001S9","  ","GMT"
169974,"WEL000000",11/09/2008,30/06/2008,-4534000,7925000,2236000,23567952,"NZD",30/06/2008,"WEL000000",11/09/2008,11/09/2008,"FLLYR","NZWELE0002S6","  ","WEL14"
169980,"WHS000000",12/09/2008,27/07/2008,90769000,334465000,0,311195868,"NZD",01/08/2008,"WHS000000",12/09/2008,12/09/2008,"FLLYR","NZWHSE0001S6","  ","WHS"
159283,"BIT000000",14/01/2008,31/10/2007,13078000,571020000,0,114175564,"GBP",31/10/2007,"BIT000000",14/01/2008,14/01/2008,"FLLYR","GB0000767003","  ","BIT"
219262,"WSI000000",07/02/2012,31/12/2011,1801000,35400000,6145000,68987726,"NZD",30/06/2011,"WSI000000",07/02/2012,07/02/2012,"HALFYR","NZWSIE0001S4","  ","WSI"
217674,"CFG000000",14/12/2011,30/09/2011,-247000,-4331000,15000,22088875,"NZD",31/03/2011,"CFG000000",14/12/2011,14/12/2011,"HALFYR","NZCFGE0001S7","  ","CGF"
217676,"PLU000000",14/12/2011,30/09/2011,952226,7010629,723605,258104141,"NZD",31/03/2011,"PLU000000",14/12/2011,14/12/2011,"HALFYR","NZPLUE0001S8","  ","PLE"
217994,"SCY000000",21/12/2011,31/10/2011,1643000,47717000,2842000,52956884,"NZD",30/04/2011,"SCY000000",21/12/2011,21/12/2011,"HALFYR","NZSCYE0001S3","  ","SCY"
159939,"APT000000",31/01/2008,31/12/2007,22108000,952921000,0,688083056,"NZD",30/06/2007,"APT000000",31/01/2008,31/01/2008,"HALFYR","NZAPTE0001S3","  ","PCT"
219379,"TCL000000",10/02/2012,31/12/2011,-22213000,651642000,0,230309868,"GBP",30/06/2011,"TCL000000",10/02/2012,10/02/2012,"HALFYR","GB0001990497","  ","TCL"
219415,"NEW000000",10/02/2012,31/12/2011,-372000,23337000,8334000,234924584,"NZD",30/06/2011,"NEW000000",10/02/2012,10/02/2012,"HALFYR","NZEOLE0001S5","  ","NEW"
219793,"ATM000000",20/02/2012,31/12/2011,3102000,31244000,10857000,590666979,"NZD",30/06/2011,"ATM000000",21/02/2012,21/02/2012,"HALFYR","NZATME0002S8","  ","ATM"
219796,"DOW000000",20/02/2012,31/12/2011,84882000,1513053000,594990000,429110296,"AUD",30/06/2011,"DOW000000",21/02/2012,21/02/2012,"HALFYR","AU000000DOW2","  ","DOW"
219807,"NZR000000",21/02/2012,31/12/2011,34449000,570487000,3984000,280000000,"NZD",31/12/2010,"NZR000000",21/02/2012,21/02/2012,"FLLYR","NZNZRE0001S9","  ","NZR"
219808,"EBO000000",21/02/2012,31/12/2011,11574000,201352000,210172000,52107487,"NZD",30/06/2011,"EBO000000",21/02/2012,21/02/2012,"HALFYR","NZEBOE0001S6","  ","EBO"
219813,"PGW000000",21/02/2012,31/12/2011,3107000,564045000,333902000,754848774,"NZD",30/06/2011,"PGW000000",22/02/2012,22/02/2012,"HALFYR","NZREIE0001S4","  ","PGW"
219829,"TME000000",21/02/2012,31/12/2011,36365000,599181000,757856000,395745510,"NZD",30/06/2011,"TME000000",22/02/2012,22/02/2012,"HALFYR","NZTMEE0003S8","  ","TME"
219832,"FBU000000",21/02/2012,31/12/2011,144000000,3737000000,1888000000,680739504,"NZD",30/06/2011,"FBU000000",22/02/2012,22/02/2012,"HALFYR","NZFBUE0001S0","  ","FBU"
219837,"NZO000000",21/02/2012,31/12/2011,2267000,342131000,38000,394045295,"NZD",30/06/2011,"NZO000000",12/05/2017,22/02/2012,"HALFYR","NZNZOE0010S7","  ","NZO"
219342,"TLS000000",08/02/2012,31/12/2011,1468000000,11381000000,7631000000,12443074360,"AUD",30/06/2011,"TLS000000",09/02/2012,09/02/2012,"HALFYR","AU000000TLS2","  ","TLS"
219348,"LIC000000",08/02/2012,30/11/2011,27976000,199656000,28781000,29528590,"NZD",31/05/2011,"LIC000000",09/02/2012,09/02/2012,"HALFYR","NZLICE0001S1","  ","LIC"
219352,"STU000000",09/02/2012,31/12/2011,6373000,150850000,19953000,88427240,"NZD",30/06/2011,"STU000000",09/02/2012,09/02/2012,"HALFYR","NZSUTE0001S5","  ","STU"
219366,"SPN000000",09/02/2012,31/12/2011,2543000,27567000,0,26234898,"NZD",30/06/2011,"SPN000000",09/02/2012,09/02/2012,"HALFYR","NZSPNE0001S8","  ","SPN"
219445,"FRE000000",12/02/2012,31/12/2011,18969000,171366000,273626000,153838159,"NZD",30/06/2011,"FRE000000",13/02/2012,13/02/2012,"HALFYR","NZFREE0001S0","  ","FRE"
219867,"CDI000000",22/02/2012,31/12/2011,3788000,97983000,0,260883418,"NZD",31/12/2010,"CDI000000",22/02/2012,22/02/2012,"FLLYR","NZKGLE0001S8","  ","CDI"
219871,"MCK000000",22/02/2012,31/12/2011,20619000,519549000,3284000,349268439,"NZD",31/12/2010,"MCK000000",15/07/2014,22/02/2012,"FLLYR","NZMCKE0004S9","  ","MCK"
220046,"TUR000000",26/02/2012,31/12/2011,-19930000,280812000,18048000,117010550,"NZD",31/12/2010,"TUR000000",27/02/2012,27/02/2012,"FLLYR","NZTURE0002S5","  ","TGG"
220056,"HBY000000",27/02/2012,31/12/2011,7787000,143395000,57243000,74586072,"NZD",30/06/2011,"HBY000000",27/02/2012,27/02/2012,"HALFYR","NZHBYE0001S8","  ","HBY"
220058,"SEK000000",27/02/2012,31/12/2011,-7053000,50475000,1349000,14433328,"NZD",31/12/2010,"SEK000000",27/02/2012,27/02/2012,"FLLYR","NZSEKE0001S8","  ","SEK"
221498,"RBD000000",02/04/2012,28/02/2012,16927000,59753000,20853000,97809001,"NZD",28/02/2011,"RBD000000",03/04/2012,03/04/2012,"FLLYR","NZRBDE0001S1","  ","RBD"
222948,"RAK000000",16/05/2012,31/03/2012,-192000,194267000,31480000,191038591,"NZD",31/03/2011,"RAK000000",17/05/2012,17/05/2012,"FLLYR","NZRAKE0001S8","  ","RAK"
222997,"MVN000000",17/05/2012,31/03/2012,6462000,48211000,35708000,66606265,"NZD",31/03/2011,"MVN000000",18/05/2012,18/05/2012,"FLLYR","NZMVNE0001S9","  ","MVN"
223385,"MFT000000",29/05/2012,31/03/2012,80450000,349616000,247281000,99023548,"NZD",31/03/2011,"MFT000000",30/05/2012,30/05/2012,"FLLYR","NZMFTE0001S9","  ","MFT"
223392,"TRS000000",29/05/2012,31/03/2012,-29000,-103000,0,1107396153,"NZD",31/03/2011,"TRS000000",30/05/2012,30/05/2012,"FLLYR","NZECHE0001S8","  ","TRS"
223400,"HED000000",31/05/2012,31/03/2012,6387000,57690000,3703000,24991385,"NZD",31/03/2011,"HED000000",30/05/2012,30/05/2012,"FLLYR","NZBOPE0001S2","  ","HED"
223410,"SPY000000",30/05/2012,31/03/2012,-12095000,8482000,9854000,148117637,"NZD",31/03/2011,"SPY000000",30/05/2012,30/05/2012,"FLLYR","NZDMBE0001S2","  ","SPY"
223412,"ECO000000",30/05/2012,31/03/2012,-218000,19539000,17686000,58690568,"NZD",31/03/2011,"ECO000000",30/05/2012,30/05/2012,"FLLYR","NZECOE0001S4","  ","TIL"
223415,"SLG000000",30/05/2012,31/03/2012,-1858932,9373292,538046,124190190,"NZD",31/03/2011,"SLG000000",30/05/2012,30/05/2012,"FLLYR","NZIGVE0001S1","  ","FMS"
223416,"HGD000000",30/05/2012,31/03/2012,-851799,9235814,8072015,343553188,"NZD",31/03/2011,"HGD000000",30/05/2012,30/05/2012,"FLLYR","NZHERE0001S6","  ","NTL"
223417,"MOW000000",30/05/2012,31/03/2012,-184000,3675000,944000,11155523,"NZD",31/03/2011,"MOW000000",30/05/2012,30/05/2012,"FLLYR","NZMOWE0001S5","  ","TLL"
223418,"CER000000",30/05/2012,31/03/2012,-515000,796000,0,306733227,"NZD",31/03/2011,"CER000000",30/05/2012,30/05/2012,"FLLYR","NZRSAE0001S1","  ","SEA"
223419,"DPC000000",30/05/2012,31/03/2012,-1600000,24167000,1278000,173485867,"NZD",31/03/2011,"DPC000000",30/05/2012,30/05/2012,"FLLYR","NZVNLE0001S1","  ","TRA"
223425,"SAN000000",30/05/2012,31/03/2012,13307000,553947000,504261000,95663717,"NZD",30/09/2011,"SAN000000",30/05/2012,30/05/2012,"HALFYR","NZSANE0001S0","  ","SAN"
223428,"NZF000000",30/05/2012,31/03/2012,-16158000,-4687000,8484000,109957622,"NZD",31/03/2011,"NZF000000",30/05/2012,30/05/2012,"FLLYR","NZNZFE0001S4","  ","BGI"
223431,"FIN000000",30/05/2012,31/03/2012,-557841,2306266,2869191,8300000,"NZD",31/03/2011,"FIN000000",30/05/2012,30/05/2012,"FLLYR","NZFINE0001S0","  ","FIN"
223432,"WID000000",30/05/2012,30/03/2012,-714000,5175000,441000,23490449,"NZD",30/03/2011,"WID000000",30/05/2012,30/05/2012,"FLLYR","NZNZIE0007S5","  ","SMW"
223846,"GFL000000",14/06/2012,31/03/2012,-1577000,10532000,395000,224698631,"NZD",31/03/2011,"GFL000000",14/06/2012,14/06/2012,"FLLYR","NZGFLE0001S8","  ","GFL"
223856,"JTM000000",14/06/2012,31/03/2012,92000,3748000,5257000,19833333,"NZD",31/03/2011,"JTM000000",14/06/2012,14/06/2012,"FLLYR","NZJTME0001S1","  ","JTM"
223857,"PLU000000",14/06/2012,31/03/2012,163494,5186717,391420,258104141,"NZD",31/03/2011,"PLU000000",14/06/2012,14/06/2012,"FLLYR","NZPLUE0001S8","  ","PLE"
223858,"CFG000000",14/06/2012,31/03/2012,-592000,-4645000,0,22088875,"NZD",31/03/2011,"CFG000000",14/06/2012,14/06/2012,"FLLYR","NZCFGE0001S7","  ","CGF"
223862,"FMG000000",14/06/2012,31/03/2012,9245,-127723,0,28709630,"NZD",31/03/2011,"FMG000000",14/06/2012,14/06/2012,"FLLYR","NZSMRE0001S6","  ","PLX"
223866,"CYT000000",14/06/2012,31/03/2012,-2400338,-742000,0,126189220,"NZD",31/03/2011,"CYT000000",14/06/2012,14/06/2012,"FLLYR","NZROCE0001S6","  ","CYT"
223045,"WFD000000",21/05/2012,31/03/2012,6010000,113806000,22471000,17259959,"NZD",31/03/2011,"WFD000000",21/05/2012,21/05/2012,"FLLYR","NZWFDE0001S2","  ","ACY"
159802,"NAP000000",29/01/2008,30/11/2007,11431000,184328000,0,189387618,"NZD",31/05/2007,"NAP000000",29/01/2008,29/01/2008,"HALFYR","NZNAPE0007S3","  ","APL"
223871,"IRG000000",14/06/2012,31/03/2012,-1140633,432649,46317,518466578,"NZD",31/03/2011,"IRG000000",15/06/2012,15/06/2012,"FLLYR","NZVIKE0002S1","  ","AFC"
159871,"AFI000000",30/01/2008,31/12/2007,326138000,4772831000,0,964409376,"AUD",30/06/2007,"AFI000000",30/01/2008,30/01/2008,"HALFYR","AU000000AFI5","  ","AFI"
159697,"GLL000000",25/01/2008,31/12/2007,30100000,1101200000,189300000,1348000000,"USD",30/06/2007,"GLL000000",25/01/2008,25/01/2008,"HALFYR","BMG4210D1020","  ","GLL"
217530,"IRG000000",11/12/2011,30/09/2011,-450086,1338668,126096,518466578,"NZD",31/03/2011,"IRG000000",12/12/2011,12/12/2011,"HALFYR","NZVIKE0002S1","  ","AFC"
