"ANNOUNCEMENT_NUMBER","COMPANY_ID","CREATED_ON","BALANCE_DATE","AMOUNT","SHAREHOLDER_FUNDS","INTANGIBLES","EFPO_ISSUED_SHARES","CURRENCY_ID","LAST_EOY_DATE","COY_COMPANY_NO","COA_LAST_MODIFIED","COA_RELEASE_DATETIME","COA_ANN_TYPE","INS_ISIN","INS_ISIN_SUFFIX","INS_INSTR_CODE"
301592,"ARV000000",24/05/2017,31/03/2017,53668000,371552000,50540000,334260879,"NZD",31/03/2016,"ARV000000",24/05/2017,24/05/2017,"FLLYR","NZARVE0001S5","  ","ARV"
301618,"SRF000000",24/05/2017,31/03/2017,506691,15857200,6830,15808555,"NZD",31/03/2016,"SRF000000",24/05/2017,24/05/2017,"FLLYR","NZSRFE0001S0","  ","SRF"
301635,"PHB000000",24/05/2017,31/03/2017,19642000,112230000,132351000,139502899,"NZD",31/03/2016,"PHB000000",24/05/2017,24/05/2017,"FLLYR","NZBDOE0001S8","  ","GXH"
301638,"MPG000000",25/05/2017,31/03/2017,19367000,156495000,167198000,185378086,"NZD",31/03/2016,"MPG000000",25/05/2017,25/05/2017,"ANNREP","NZMPGE0001S5","  ","MPG"
301639,"ING000000",25/05/2017,31/03/2017,104377000,875221000,0,822928249,"NZD",31/03/2016,"ING000000",25/05/2017,25/05/2017,"FLLYR","NZARGE0010S7","  ","ARG"
301644,"SAN000000",25/05/2017,31/03/2017,19059000,563069000,502582000,93626735,"NZD",30/09/2016,"SAN000000",25/05/2017,25/05/2017,"HALFYR","NZSANE0001S0","  ","SAN"
301652,"EUT000000",25/05/2017,31/03/2017,65207000,406272000,0,42006769,"GBP",30/09/2016,"EUT000000",25/05/2017,25/05/2017,"INTERIM","GB0003295010","  ","EUT"
303148,"TGH000000",27/06/2017,30/04/2017,34245000,482111000,333608000,355906183,"NZD",24/04/2016,"TGH000000",27/06/2017,27/06/2017,"FLLYR","NZTGHE0001S7","  ","TGH"
303211,"GEL000000",28/06/2017,31/03/2017,-1636550,4384855,0,13627813,"CAD",31/03/2016,"GEL000000",28/06/2017,28/06/2017,"FLLYR","CA1621631094","  ","CRP"
306241,"CNU000000",28/08/2017,30/06/2017,113000000,944000000,142000000,411001665,"NZD",30/06/2016,"CNU000000",28/08/2017,28/08/2017,"FLLYR","NZCNUE0001S2","  ","CNU"
306261,"DGL000000",28/08/2017,30/06/2017,40656000,307069000,4068000,101130192,"NZD",30/06/2016,"DGL000000",28/08/2017,28/08/2017,"FLLYR","NZDGLE0001S3","  ","DGL"
306290,"MVT000000",29/08/2017,30/06/2017,-4813699,43654176,221738,280000000,"AUD",30/06/2016,"MVT000000",29/08/2017,29/08/2017,"FLLYR","AU000000MVT4","  ","MVT"
306291,"AWK000000",29/08/2017,30/06/2017,24766000,129023000,4141000,52283373,"NZD",30/06/2016,"AWK000000",29/08/2017,29/08/2017,"FLLYR","NZAWKE0001S8","  ","AWK"
301676,"GTK000000",25/05/2017,31/03/2017,5562000,106614000,57194000,82237883,"NZD",30/09/2016,"GTK000000",25/05/2017,25/05/2017,"INTERIM","NZGTKE0002S9","  ","GTK"
301694,"SPY000000",25/05/2017,31/03/2017,2203000,13609000,22685000,171752278,"NZD",31/03/2016,"SPY000000",25/05/2017,25/05/2017,"FLLYR","NZDMBE0001S2","  ","SPY"
301720,"JFJ000000",26/05/2017,31/03/2017,13839000,632718000,0,161248078,"GBP",30/09/2016,"JFJ000000",26/05/2017,26/05/2017,"HALFYR","GB0001740025","  ","JFJ"
301730,"AWF000000",26/05/2017,31/03/2017,5867000,36935000,56934000,32463393,"NZD",31/03/2016,"AWF000000",26/05/2017,26/05/2017,"FLLYR","NZAWFE0001S8","  ","AWF"
301733,"FNZ000000",26/05/2017,31/03/2017,15777000,210313000,0,95573000,"NZD",31/03/2016,"FNZ000000",26/05/2017,26/05/2017,"FLLYR","NZFNZE0002S2","  ","FNZ"
301734,"TNZ000000",26/05/2017,31/03/2017,2671000,77486000,0,56583000,"NZD",31/03/2016,"TNZ000000",26/05/2017,26/05/2017,"FLLYR","NZTNZE0002S3","  ","TNZ"
301735,"USV000000",26/05/2017,31/03/2017,4953000,36314000,0,13215000,"NZD",31/03/2016,"USV000000",26/05/2017,26/05/2017,"FLLYR","NZUSVE0001S1","  ","USV"
301736,"MDZ000000",26/05/2017,31/03/2017,7190000,77377000,30000,18650000,"NZD",31/03/2016,"MDZ000000",26/05/2017,26/05/2017,"FLLYR","NZMDZE0002S9","  ","MDZ"
301737,"USG000000",26/05/2017,31/03/2017,4224000,36432000,0,10479000,"NZD",31/03/2016,"USG000000",26/05/2017,26/05/2017,"FLLYR","NZUSGE0001S2","  ","USG"
301738,"DIV000000",26/05/2017,31/03/2017,1491000,34029000,0,30712000,"NZD",31/03/2016,"DIV000000",26/05/2017,26/05/2017,"FLLYR","NZDIVE0001S8","  ","DIV"
301739,"NPF000000",26/05/2017,31/03/2017,-950000,49025000,97000,46481000,"NZD",31/03/2016,"NPF000000",26/05/2017,26/05/2017,"FLLYR","NZNPFE0001S5","  ","NPF"
301740,"USM000000",26/05/2017,31/03/2017,3467000,28656000,0,7185000,"NZD",31/03/2016,"USM000000",26/05/2017,26/05/2017,"FLLYR","NZUSME0001S0","  ","USM"
301741,"OZY000000",26/05/2017,31/03/2017,17002000,97104000,0,25727000,"NZD",31/03/2016,"OZY000000",26/05/2017,26/05/2017,"FLLYR","NZOZYE0002S1","  ","OZY"
301742,"MZY000000",26/05/2017,31/03/2017,14109000,96264000,0,15107000,"NZD",31/03/2016,"MZY000000",26/05/2017,26/05/2017,"FLLYR","NZMZYE0002S5","  ","MZY"
301743,"USS000000",26/05/2017,31/03/2017,4384000,28317000,0,7407000,"NZD",31/03/2016,"USS000000",26/05/2017,26/05/2017,"FLLYR","NZUSSE0001S7","  ","USS"
301744,"ASD000000",26/05/2017,31/03/2017,9580000,70465000,0,39790000,"NZD",31/03/2016,"ASD000000",26/05/2017,26/05/2017,"FLLYR","NZASDE0001S1","  ","ASD"
301745,"APA000000",26/05/2017,31/03/2017,6965000,59309000,0,32451000,"NZD",31/03/2016,"APA000000",26/05/2017,26/05/2017,"FLLYR","NZAPAE0002S1","  ","APA"
301746,"ASF000000",26/05/2017,31/03/2017,4203000,23522000,0,2787000,"NZD",31/03/2016,"ASF000000",26/05/2017,26/05/2017,"FLLYR","NZASFE0001S6","  ","ASF"
301747,"USF000000",26/05/2017,31/03/2017,13223000,106101000,0,17047000,"NZD",31/03/2016,"USF000000",26/05/2017,26/05/2017,"FLLYR","NZUSFE0001S4","  ","USF"
301748,"ASR000000",26/05/2017,31/03/2017,6273000,23907000,0,6392000,"NZD",31/03/2016,"ASR000000",26/05/2017,26/05/2017,"FLLYR","NZASRE0001S1","  ","ASR"
301749,"EUF000000",26/05/2017,31/03/2017,12997000,160620000,0,108103000,"NZD",31/03/2016,"EUF000000",26/05/2017,26/05/2017,"FLLYR","NZEUFE0001S4","  ","EUF"
301750,"ASP000000",26/05/2017,31/03/2017,1473000,46015000,0,33548000,"NZD",31/03/2016,"ASP000000",26/05/2017,26/05/2017,"FLLYR","NZASPE0001S5","  ","ASP"
301751,"EMF000000",26/05/2017,31/03/2017,5386000,43040000,0,37587000,"NZD",31/03/2016,"EMF000000",26/05/2017,26/05/2017,"FLLYR","NZEMFE0001S1","  ","EMF"
301752,"TWF000000",26/05/2017,31/03/2017,3578000,32025000,0,17030000,"NZD",31/03/2016,"TWF000000",26/05/2017,26/05/2017,"FLLYR","NZTWFE0001S8","  ","TWF"
301753,"NZC000000",26/05/2017,31/03/2017,2621000,125538000,0,41974000,"NZD",31/03/2016,"NZC000000",26/05/2017,26/05/2017,"FLLYR","NZNZCE0001S1","  ","NZC"
301754,"NZB000000",26/05/2017,31/03/2017,4106000,202887000,0,67934000,"NZD",31/03/2016,"NZB000000",26/05/2017,26/05/2017,"FLLYR","NZNZBE0001S3","  ","NZB"
301755,"GBF000000",26/05/2017,31/03/2017,4390000,130491000,0,42071000,"NZD",31/03/2016,"GBF000000",26/05/2017,26/05/2017,"FLLYR","NZGBFE0001S9","  ","GBF"
306326,"DOW000000",05/10/2017,30/06/2017,181500000,3586500000,2938300000,594702512,"AUD",30/06/2016,"DOW000000",29/08/2017,29/08/2017,"ANNREP","AU000000DOW2","  ","DOW"
306335,"NZO000000",29/08/2017,30/06/2017,62695000,146270000,650000,159428718,"NZD",30/06/2016,"NZO000000",29/08/2017,29/08/2017,"FLLYR","NZNZOE0010S7","  ","NZO"
306337,"MGL000000",29/08/2018,30/06/2017,-6975000,9510000,7131000,57595206,"NZD",30/06/2016,"MGL000000",29/08/2017,29/08/2017,"FLLYR","NZBWYE0001S7","  ","MGL"
306342,"SAM000000",29/08/2017,30/06/2017,-792999,7219457,31547901,43306618,"NZD",30/06/2016,"SAM000000",29/08/2017,29/08/2017,"FLLYR","NZSAME0001S2","  ","GSH"
306348,"NWC000000",29/08/2017,30/06/2017,3056000,91144000,13165000,52222534,"NZD",30/06/2016,"NWC000000",29/08/2017,29/08/2017,"FLLYR","NZGRME0001S1","  ","FWL"
306353,"SVY000000",29/08/2017,30/06/2017,-344000,1525000,111000,508958971,"NZD",31/12/2016,"SVY000000",29/08/2017,29/08/2017,"HALFYR","NZPRPE0001S5","  ","PIL"
306355,"FIN000000",29/08/2017,30/06/2017,2495899,7212343,5690898,8808830,"NZD",30/06/2016,"FIN000000",29/08/2017,29/08/2017,"FLLYR","NZFINE0001S0","  ","FIN"
306369,"ALF000000",30/08/2017,30/06/2017,1552000,1023000,682000,161505350,"NZD",30/06/2016,"ALF000000",30/08/2017,30/08/2017,"FLLYR","NZALFE0001S1","  ","ALF"
306371,"PGC000000",30/08/2017,30/06/2017,-20362000,35459000,0,207463249,"GBP",30/06/2016,"PGC000000",30/08/2017,30/08/2017,"FLLYR","NZPGCE0001S6","  ","PGC"
301784,"SLG000000",26/05/2017,31/03/2017,627823,9398636,0,134517795,"NZD",31/03/2016,"SLG000000",26/05/2017,26/05/2017,"FLLYR","NZIGVE0001S1","  ","FMS"
301790,"NZF000000",26/05/2017,31/03/2017,-404000,-398000,0,125957622,"NZD",31/03/2016,"NZF000000",26/05/2017,26/05/2017,"FLLYR","NZNZFE0001S4","  ","BGI"
301796,"ECO000000",26/05/2017,31/03/2017,12691000,80610000,51665000,72383947,"NZD",31/03/2016,"ECO000000",26/05/2017,26/05/2017,"FLLYR","NZECOE0001S4","  ","TIL"
301804,"IPL000000",29/05/2017,31/03/2017,28516000,405028000,538000,261771833,"NZD",31/03/2016,"IPL000000",29/05/2017,29/05/2017,"FLLYR","NZIPLE0001S3","  ","IPL"
301839,"BLT000000",29/05/2017,31/03/2017,-24000,4017000,1118000,1107653565,"NZD",31/03/2016,"BLT000000",29/05/2017,29/05/2017,"ANNREP","NZBLTE0002S8","  ","BLT"
301842,"DPC000000",29/05/2017,31/03/2017,17574000,171716000,172088000,74523527,"NZD",31/03/2016,"DPC000000",29/05/2017,29/05/2017,"FLLYR","NZVNLE0001S1","  ","TRA"
301862,"IKE000000",30/05/2017,31/03/2017,-10727000,10636000,4067000,64270910,"NZD",31/03/2016,"IKE000000",30/05/2017,30/05/2017,"FLLYR","NZIKEE0001S9","  ","IKE"
301865,"SPG000000",30/05/2017,31/03/2017,53334000,607858000,74000,364856209,"NZD",31/03/2016,"SPG000000",30/05/2017,30/05/2017,"FLLYR","NZSPGE0001S2","  ","SPG"
301867,"ERD000000",30/05/2017,31/03/2017,-5274156,45555734,30588129,60245660,"NZD",31/03/2016,"ERD000000",30/05/2017,30/05/2017,"FLLYR","NZERDE0001S5","  ","ERD"
301868,"MFT000000",30/05/2017,31/03/2017,101523000,645602000,274022000,100698548,"NZD",31/03/2016,"MFT000000",30/05/2017,30/05/2017,"FLLYR","NZMFTE0001S9","  ","MFT"
304984,"TUR000000",04/08/2017,30/06/2017,11261000,364623000,36579000,122543204,"NZD",31/12/2016,"TUR000000",03/08/2017,03/08/2017,"HALFYR","NZTURE0002S5","  ","TGG"
306494,"GEO000000",31/08/2017,30/06/2017,-3198000,9515000,9887000,73950084,"NZD",30/06/2016,"GEO000000",31/08/2017,31/08/2017,"FLLYR","NZGEOE0001S5","  ","GEO"
306512,"MWE000000",31/08/2017,30/06/2017,-4381727,15753524,2040211,290872000,"NZD",30/06/2016,"MWE000000",31/08/2017,31/08/2017,"FLLYR","NZMWEE0001S6","  ","MWE"
301872,"KPF000000",30/05/2017,31/03/2017,9926000,85390000,15535000,87528908,"NZD",31/03/2016,"KPF000000",30/05/2017,30/05/2017,"FLLYR","NZKPFE0001S1","  ","AUG"
301873,"OHE000000",30/05/2017,31/03/2017,-34215000,28442000,5579000,159408383,"NZD",31/03/2016,"OHE000000",30/05/2017,30/05/2017,"FLLYR","NZOHEE0001S3","  ","OHE"
301911,"MOA000000",30/05/2017,31/03/2017,-2352000,7630000,529000,53630087,"NZD",31/03/2016,"MOA000000",30/05/2017,30/05/2017,"FLLYR","NZMOAE0001S1","  ","MOA"
301916,"HGD000000",30/05/2017,31/03/2017,751338,13510020,11637,2076995855,"NZD",31/03/2016,"HGD000000",30/05/2017,30/05/2017,"FLLYR","NZHERE0001S6","  ","NTL"
301923,"MAD000000",30/05/2017,31/03/2017,-4029640,-3163874,0,147436635,"NZD",31/03/2016,"MAD000000",30/05/2017,30/05/2017,"FLLYR","NZMADE0001S4","  ","PYS"
301925,"CER000000",30/05/2017,31/03/2017,-6659000,16742000,0,4513618718,"NZD",31/03/2016,"CER000000",30/05/2017,30/05/2017,"FLLYR","NZRSAE0001S1","  ","SEA"
301926,"WID000000",30/11/2017,31/03/2017,-918000,441000,0,1210527280,"NZD",31/03/2016,"WID000000",30/05/2017,30/05/2017,"FLLYR","NZNZIE0007S5","  ","SMW"
301931,"FMG000000",30/05/2017,31/03/2017,-6491000,3792000,5480000,92650513,"NZD",31/03/2016,"FMG000000",30/05/2017,30/05/2017,"FLLYR","NZSMRE0001S6","  ","PLX"
301938,"NAP000000",31/05/2017,31/03/2017,3073000,117073000,0,161920433,"NZD",31/03/2016,"NAP000000",31/05/2017,31/05/2017,"FLLYR","NZNAPE0007S3","  ","APL"
301948,"SNK000000",31/05/2017,31/03/2017,-3234370,744227,0,15712242,"NZD",31/03/2016,"SNK000000",31/05/2017,31/05/2017,"FLLYR","NZSNKE0001S9","  ","SNK"
305044,"CDI000000",04/08/2017,30/06/2017,20387000,174338000,0,277513971,"NZD",31/12/2016,"CDI000000",04/08/2017,04/08/2017,"HALFYR","NZKGLE0001S8","  ","CDI"
305046,"MCK000000",04/08/2017,30/06/2017,24233000,505795000,0,105478743,"NZD",31/12/2016,"MCK000000",04/08/2017,04/08/2017,"HALFYR","NZMCKE0004S9","  ","MCK"
301985,"GGL000000",31/05/2017,31/03/2017,-9272000,2743000,9992000,54631062,"NZD",31/03/2016,"GGL000000",31/05/2017,31/05/2017,"FLLYR","NZGGLE0001S6","  ","GGL"
301997,"ONL000000",31/05/2017,31/03/2017,-1006365,5259504,558266,26193546,"NZD",31/03/2016,"ONL000000",31/05/2017,31/05/2017,"FLLYR","NZONLE0001S6","  ","ONL"
307603,"WHS000000",22/09/2017,30/07/2017,20429000,485522000,168637000,346843120,"NZD",31/07/2016,"WHS000000",22/09/2017,22/09/2017,"FLLYR","NZWHSE0001S6","  ","WHS"
307683,"FSF000000",25/09/2017,31/07/2017,0,763000000,0,126047304,"NZD",31/07/2016,"FSF000000",25/09/2017,25/09/2017,"FLLYR","NZFSFE0001S5","  ","FSF"
307684,"FCG000000",25/09/2017,31/07/2017,745000000,7140000000,3478000000,1606932511,"NZD",31/07/2016,"FCG000000",25/09/2017,25/09/2017,"FLLYR","NZFCGE0001S7","  ","FCG"
307696,"TCL000000",25/09/2017,30/06/2017,184887000,1429922000,0,339409868,"GBP",30/06/2016,"TCL000000",25/09/2017,25/09/2017,"ANNREP","GB0001990497","  ","TCL"
309616,"MYK000000",13/12/2017,30/09/2017,-71243,1152957,0,19616874,"NZD",31/03/2017,"MYK000000",01/11/2017,01/11/2017,"INTERIM","NZMYKE0001S9","  ","GEN"
309656,"TLT000000",02/11/2017,30/09/2017,-2555000,511384000,573000,312973000,"AUD",31/03/2017,"TLT000000",02/11/2017,02/11/2017,"INTERIM","NZTLTE0003S8","  ","TLT"
309820,"HFL000000",06/11/2017,31/08/2017,25410000,442482000,0,117935564,"GBP",31/08/2016,"HFL000000",06/11/2017,06/11/2017,"FLLYR","JE00B1GXH751","  ","HFL"
309836,"TPX000000",06/11/2017,30/09/2017,80775000,1444104000,53054000,312973000,"NZD",31/03/2017,"TPX000000",06/11/2017,06/11/2017,"INTERIM","NZTPXE0001S5","  ","TPW"
309841,"WBC000000",08/11/2017,30/09/2017,7990000000,61288000000,12764000000,3394364279,"AUD",30/09/2016,"WBC000000",06/11/2017,06/11/2017,"FLLYR","AU000000WBC1","  ","WBC"
310003,"GEF000000",09/11/2017,30/09/2017,80000000,708000000,663000000,400000000,"NZD",31/03/2017,"GEF000000",09/11/2017,09/11/2017,"HALFYR","NZZELE0001S1","  ","ZEL"
310042,"XRO000000",09/11/2017,30/09/2017,-21083000,216501000,138603000,138402854,"NZD",31/03/2017,"XRO000000",09/11/2017,09/11/2017,"HALFYR","NZXROE0001S2","  ","XRO"
310045,"GMT000000",09/11/2017,30/09/2017,39500000,1676700000,4000000,1284102670,"NZD",31/03/2017,"GMT000000",09/11/2017,09/11/2017,"INTERIM","NZCPTE0001S9","  ","GMT"
310082,"IFT000000",10/11/2017,30/09/2017,85300000,1932100000,169600000,560053166,"NZD",31/03/2017,"IFT000000",10/11/2017,10/11/2017,"HALFYR","NZIFTE0003S3","  ","IFT"
310113,"SRF000000",10/11/2017,30/09/2017,441122,20829418,5460,20732133,"NZD",31/03/2017,"SRF000000",10/11/2017,10/11/2017,"HALFYR","NZSRFE0001S0","  ","SRF"
310136,"NZF000000",10/11/2017,30/09/2017,-281000,1793000,0,439830488,"NZD",31/03/2017,"NZF000000",10/11/2017,10/11/2017,"INTERIM","NZNZFE0001S4","  ","BGI"
310140,"MOW000000",10/11/2017,30/09/2017,-9473,479207,0,115060279,"NZD",31/03/2017,"MOW000000",10/11/2017,10/11/2017,"HALFYR","NZMOWE0001S5","  ","TLL"
310156,"KPF000000",13/11/2017,30/09/2017,2278000,85331000,15246000,87528908,"NZD",31/03/2017,"KPF000000",13/11/2017,13/11/2017,"HALFYR","NZKPFE0001S1","  ","AUG"
310249,"TWR000000",14/11/2017,30/09/2017,-8461000,214419000,64079000,168662150,"NZD",30/09/2016,"TWR000000",14/11/2017,14/11/2017,"FLLYR","NZTWRE0011S2","  ","TWR"
310268,"FMG000000",14/11/2017,30/09/2017,-195000,5452000,5277000,111650513,"NZD",31/03/2017,"FMG000000",14/11/2017,14/11/2017,"INTERIM","NZSMRE0001S6","  ","PLX"
310301,"MFT000000",15/11/2017,30/09/2017,42217000,662780000,279597000,100698548,"NZD",31/03/2017,"MFT000000",15/11/2017,15/11/2017,"HALFYR","NZMFTE0001S9","  ","MFT"
310373,"SAN000000",15/11/2017,30/09/2017,37486000,575309000,504398000,93506137,"NZD",30/09/2016,"SAN000000",15/11/2017,15/11/2017,"FLLYR","NZSANE0001S0","  ","SAN"
310417,"RAK000000",16/11/2017,30/09/2017,908000,76704000,17340000,229055272,"NZD",31/03/2017,"RAK000000",16/11/2017,16/11/2017,"HALFYR","NZRAKE0001S8","  ","RAK"
310422,"PAY000000",16/11/2017,30/09/2017,-12519000,31521000,6665000,273959542,"USD",31/03/2017,"PAY000000",16/11/2017,16/11/2017,"INTERIM","NZPAYE0003S9","  ","PPH"
310585,"MPG000000",20/11/2017,30/09/2017,11771000,161660000,165779000,185378086,"NZD",31/03/2017,"MPG000000",20/11/2017,20/11/2017,"INTERIM","NZMPGE0001S5","  ","MPG"
310603,"BLT000000",20/11/2017,30/09/2017,-1246000,2771000,0,1107653565,"NZD",31/03/2017,"BLT000000",20/11/2017,20/11/2017,"INTERIM","NZBLTE0002S8","  ","BLT"
310605,"EVO000000",20/11/2017,30/09/2017,4007000,168886000,220803000,178967642,"NZD",31/03/2017,"EVO000000",20/11/2017,20/11/2017,"HALFYR","NZEVOE0001S4","  ","EVO"
310611,"KPG000000",20/11/2017,30/09/2017,47857000,1966476000,4737000,1417584261,"NZD",31/03/2017,"KPG000000",20/11/2017,20/11/2017,"HALFYR","NZKPGE0001S9","  ","KPG"
310643,"KFL000000",20/11/2017,30/09/2017,18904000,266396000,0,189153024,"NZD",31/03/2017,"KFL000000",20/11/2017,20/11/2017,"HALFYR","NZKFLE0001S0","  ","KFL"
310659,"ING000000",21/11/2017,30/09/2017,23394000,876282000,0,826019598,"NZD",31/03/2017,"ING000000",21/11/2017,21/11/2017,"HALFYR","NZARGE0010S7","  ","ARG"
310682,"ARV000000",21/11/2017,30/09/2017,14504000,378683000,51109000,278639124,"NZD",31/03/2017,"ARV000000",21/11/2017,21/11/2017,"HALFYR","NZARVE0001S5","  ","ARV"
310688,"FPH000000",21/11/2017,30/09/2017,81300000,687200000,84800000,570536208,"NZD",31/03/2017,"FPH000000",21/11/2017,21/11/2017,"HALFYR","NZFAPE0001S2","  ","FPH"
310706,"MAD000000",21/11/2017,30/09/2017,-505685,-3688707,0,147436635,"NZD",31/03/2017,"MAD000000",21/11/2017,21/11/2017,"HALFYR","NZMADE0001S4","  ","PYS"
310715,"IPL000000",22/11/2017,30/09/2017,11620000,405096000,688000,261771833,"NZD",31/03/2017,"IPL000000",22/11/2017,22/11/2017,"HALFYR","NZIPLE0001S3","  ","IPL"
310742,"SKO000000",22/11/2017,30/09/2017,1097000,7428000,1706000,74894342,"NZD",31/03/2017,"SKO000000",22/11/2017,22/11/2017,"INTERIM","NZSKOE0001S7","  ","SKO"
310773,"RYM000000",23/11/2017,30/09/2017,202630000,1805448000,13390000,500000000,"NZD",31/03/2017,"RYM000000",23/11/2017,23/11/2017,"HALFYR","NZRYME0001S4","  ","RYM"
310774,"SPG000000",23/11/2017,30/09/2017,33289000,621443000,601000,364989277,"NZD",31/03/2017,"SPG000000",23/11/2017,23/11/2017,"HALFYR","NZSPGE0001S2","  ","SPG"
310776,"AFT000000",23/11/2017,30/09/2017,-6873000,13330000,3086000,97308019,"NZD",31/03/2017,"AFT000000",23/11/2017,23/11/2017,"INTERIM","NZAFTE0001S4","  ","AFT"
310828,"USV000000",23/11/2017,30/09/2017,588000,37239000,0,13385000,"NZD",31/03/2017,"USV000000",23/11/2017,23/11/2017,"INTERIM","NZUSVE0001S1","  ","USV"
310829,"USS000000",23/11/2017,30/09/2017,660000,29501000,0,7547000,"NZD",31/03/2017,"USS000000",23/11/2017,23/11/2017,"HALFYR","NZUSSE0001S7","  ","USS"
310830,"USM000000",23/11/2017,30/09/2017,556000,29629000,0,7290000,"NZD",31/03/2017,"USM000000",23/11/2017,23/11/2017,"HALFYR","NZUSME0001S0","  ","USM"
310831,"USG000000",23/11/2017,30/09/2017,1920000,39013000,0,10664000,"NZD",31/03/2017,"USG000000",23/11/2017,23/11/2017,"HALFYR","NZUSGE0001S2","  ","USG"
310832,"USF000000",23/11/2017,30/09/2017,3612000,113607000,0,17717000,"NZD",31/03/2017,"USF000000",23/11/2017,23/11/2017,"HALFYR","NZUSFE0001S4","  ","USF"
310833,"TWF000000",23/11/2017,30/09/2017,1750000,36529000,0,18565000,"NZD",31/03/2017,"TWF000000",23/11/2017,23/11/2017,"HALFYR","NZTWFE0001S8","  ","TWF"
310834,"APA000000",23/11/2017,30/09/2017,2742000,64866000,0,34206000,"NZD",31/03/2017,"APA000000",23/11/2017,23/11/2017,"HALFYR","NZAPAE0002S1","  ","APA"
310835,"ASD000000",23/11/2017,30/09/2017,-3192000,69780000,0,42040000,"NZD",31/03/2017,"ASD000000",23/11/2017,23/11/2017,"HALFYR","NZASDE0001S1","  ","ASD"
310836,"ASF000000",23/11/2017,30/09/2017,-1340000,22363000,0,2862000,"NZD",31/03/2017,"ASF000000",23/11/2017,23/11/2017,"HALFYR","NZASFE0001S6","  ","ASF"
310837,"ASP000000",23/11/2017,30/09/2017,313000,50495000,0,37173000,"NZD",31/03/2017,"ASP000000",23/11/2017,23/11/2017,"HALFYR","NZASPE0001S5","  ","ASP"
310838,"ASR000000",23/11/2017,30/09/2017,1261000,25721000,0,6617000,"NZD",31/03/2017,"ASR000000",23/11/2017,23/11/2017,"HALFYR","NZASRE0001S1","  ","ASR"
310839,"DIV000000",23/11/2017,30/09/2017,1700000,38084000,0,33462000,"NZD",31/03/2017,"DIV000000",23/11/2017,23/11/2017,"HALFYR","NZDIVE0001S8","  ","DIV"
310840,"EMF000000",23/11/2017,30/09/2017,3103000,48162000,0,39477000,"NZD",31/03/2017,"EMF000000",23/11/2017,23/11/2017,"HALFYR","NZEMFE0001S1","  ","EMF"
310841,"EUF000000",23/11/2017,30/09/2017,17423000,195433000,0,119803000,"NZD",31/03/2017,"EUF000000",23/11/2017,23/11/2017,"HALFYR","NZEUFE0001S4","  ","EUF"
310842,"GBF000000",23/11/2017,30/09/2017,2874000,135068000,0,42931000,"NZD",31/03/2017,"GBF000000",23/11/2017,23/11/2017,"HALFYR","NZGBFE0001S9","  ","GBF"
310844,"NPF000000",23/11/2017,30/09/2017,2297000,55315000,0,51231000,"NZD",31/03/2017,"NPF000000",23/11/2017,23/11/2017,"HALFYR","NZNPFE0001S5","  ","NPF"
310845,"NZB000000",23/11/2017,30/09/2017,4776000,208131000,0,68974000,"NZD",31/03/2017,"NZB000000",23/11/2017,23/11/2017,"HALFYR","NZNZBE0001S3","  ","NZB"
310846,"NZC000000",23/11/2017,30/09/2017,1266000,125826000,0,42099000,"NZD",31/03/2017,"NZC000000",23/11/2017,23/11/2017,"HALFYR","NZNZCE0001S1","  ","NZC"
310847,"MDZ000000",23/11/2017,30/09/2017,11839000,95107000,0,20250000,"NZD",31/03/2017,"MDZ000000",23/11/2017,23/11/2017,"HALFYR","NZMDZE0002S9","  ","MDZ"
310848,"FNZ000000",23/11/2017,30/09/2017,22274000,247257000,0,103573000,"NZD",31/03/2017,"FNZ000000",23/11/2017,23/11/2017,"HALFYR","NZFNZE0002S2","  ","FNZ"
310849,"TNZ000000",23/11/2017,30/09/2017,4658000,82943000,2000,58083000,"NZD",31/03/2017,"TNZ000000",23/11/2017,23/11/2017,"HALFYR","NZTNZE0002S3","  ","TNZ"
310850,"OZY000000",23/11/2017,30/09/2017,-4890000,93035000,0,26402000,"NZD",31/03/2017,"OZY000000",23/11/2017,23/11/2017,"HALFYR","NZOZYE0002S1","  ","OZY"
310851,"MZY000000",23/11/2017,30/09/2017,2306000,106146000,0,16457000,"NZD",31/03/2017,"MZY000000",23/11/2017,23/11/2017,"HALFYR","NZMZYE0002S5","  ","MZY"
310916,"RBC000000",24/11/2017,30/09/2017,-6000000,150000000,18000000,487908343,"USD",30/06/2016,"RBC000000",24/11/2017,24/11/2017,"FLLYR","NZRBCE0001S3","  ","ARB"
310971,"PHB000000",27/11/2017,30/09/2017,11121000,114462000,131989000,141080133,"NZD",31/03/2017,"PHB000000",27/11/2017,27/11/2017,"HALFYR","NZBDOE0001S8","  ","GXH"
310980,"ERD000000",28/11/2017,30/09/2017,-3616509,42418393,32356440,61017011,"NZD",31/03/2017,"ERD000000",28/11/2017,28/11/2017,"HALFYR","NZERDE0001S5","  ","ERD"
311013,"TEM000000",28/11/2017,30/09/2017,31323000,2333691000,0,277590432,"GBP",31/03/2017,"TEM000000",28/11/2017,28/11/2017,"INTERIM","GB0008829292","  ","TEM"
311022,"ECO000000",28/11/2017,30/09/2017,3972000,81198000,70379000,72746630,"NZD",31/03/2017,"ECO000000",28/11/2017,28/11/2017,"HALFYR","NZECOE0001S4","  ","TIL"
